filename,text
11802_11802_thedallasmorningnews_bodypluralhumanitiesorhleadpluralhumanities_2004-01-01_2004-12-31_626_10_1.json,10th 20s Kansas Kansas Kansas Kansas abilities academic accelerated accident achievement activities adds adds advancing advice affiliation afraid age ago ago allums allums allums allums allums analytical analytical announced answer anti antitrust anymore anytime applications april aptitude art arts arts attend attraction authors avocation avocation award award awarded bachelor background background began begin beginning believe big biggest birth bit bites blue board board book bought breathless breck brief brighter broad broad broader business care career career career career careers cases cash cattle certainly challenge champion chicken chief child child choose chose clash classic cliche close clothing clothing clothing concern conclusions condition connor consider considered considering cool cool course courses create creative cultures dad dallas dancing daughter day deal decided decided deciding deep defined defining degree degree degree delay denver designed develop development difference different different dinner director discourse discourse disraeli district doctor doctor doctorate doctorate draw earlier early earned earned earned earned earning effect embarrassing embarrassing endowment english english enjoy equal estate estate eventually executive expression extension extracurricular extraordinary family family family fantasy fascinated father father favorite favorite favorite favorite features fellow field field filled film find find finished firm flat forget form forward found french fried friend friend friends future future general genuinely gift gladstone goal goal godard golf good good good gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon gordon grad graduate graduate graduate great great greater grew grew growing guests guests guided guys guys handling happiest hard head head hearings heavily helped hiett hiett hiett high history history history hitchcock home hope host human human humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities hurl husband imaginative importance importance important improve individuals influence institute intellectuals inter interested interesting interests introduced invaluable involved italy jaguar james jayhawk jefferson job judge judge judge judges kansan kansas kansas kansas knew know known knows knows ku ku ku ku later law law law law law law law law law law lawrence lawrence lawyer lawyer lawyer lawyer leaders learn learned lecturer lecturer legacy legacy legal lesser level level life life life life life life life lifetime limited literature literature literature literature little little lives living long long looks lori lot lot lots love lucky luggage madison mail makes marcel marcel mark market marketable master math matter matter matters meal med member member memory met middle midwestern mindset mode moment moment moments money months mother mother moves movie murder narrow natural natural nature need new nice norton norton occasionally occupation occurred office older oral order overlook owned owned pace paint pancake partner partner party passion past past people people people people people permeate person perspective perspectives ph philosophical philosophy philosophy philosophy philosophy physical physician pivotal place plan plans play poet positions postcards potential practical practical practice practice practicing praises present presidents pretty prize prize prize prize process professional professional program projects promote proust proust proust public public public public public pundits pursue pursuing puts questions questions quickly radio raise ran ranch randy randy range rare reach read readily real real real received reflects relationship relationship relationships remained remembrance replaced representations resonates restored return ring rivalry rooted rosemary school school school school school school school science sciences scope selling separate series sharpens shows sides simply sing single sits skill skills skills slower small society sold son song sort sort sort sound speaks speaks spend spent store store store store store story stressed student studies studies studio study subject subject suits tacha takes teaches teaching tells textual thing thing things things things things things things thinking thinking thought thought thought thoughts ties time time time times tiny told topeka town town trademark traditionally transferable transform transitional trial trial true trust turn turn tv unconventionally undergraduate university upbringing version view view view vision vocation vocation wanted wanted wearing weekly western width wife wife winner work work worked working works world world worry wrestle wrestling writer writing writing wrong wrong wronged year year years years years years years years
172244_172244_universitywire_bodypluralhumanitiesorhleadpluralhumanities_1999-01-01_1999-12-31_1_35_0.json,16th absence academics accords acquainted acting advocate alarmed allows amusing answer answering argument art ask ask author automaton awake awww background bad beginning believe book books boring boxers brainwashing brave bread break briefs britannica brown brown brown canon canon care careworn carrying categories century certain checking cheer chem citizen citizenship claims class class class class class class class class class class class class class classes classes closer collectors column community computer conceivably concent concentrator concentrator conclusively conclusively condescending contested contradict course course crack day dead defense definitively degree determined difference directs disputing dorm draws eating education education education education education education elderly embrace emphasizing employee employer encyclopedia end end enforce english english english english equivalent ethical evils exam example example exchange expect expensive exploration expression expression fact fact fact fact facts facts facts fair false false family fed filthy folks folks folks folks follow forced form freebase frequently friend friends fun fun general glances god good gravity groups hamlet hang hard heads hell henry history hobby hold hotly human humane humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities identify impress individual intent interpret intimately ities job kant knocking knowing knowingly knowledge large law laws lead leaders learn learn learn learn learn learn learned learned lies life line line listen lives look look lug lugging lust making material matrix matrix matter members mind minutes money movie nature necessary neighbor nerdy neuro newton nice night normative opinions opinions opposite orgo orgo pastime people people people people people people people people period person person person person person person philosophy philosophy physics pills pin poetry point popping potential prerequisite pretty problem problem problem problem professor professor professor profound question question questions rators read read reading recite recommended red reflect reflected rent requires revenge room rub satisfactory science science science science science science science science science scientific scientist scientist semester sense session set set set sets settle shapes shoulders similar small society solemn solved sort soul spent spoon stamp students study studying stuff stuff stuff stuffed stupid subtly system system taking teach teacher teacher teacher teacher teaches teaches teaches teaching tells tells tells tells tells text text text text thing thing thinking thinks thought throbs time title toes toil trained true true true truth truth tuesday understand unfortunate useless useless values values views voice voice water weak wears week weight whimper wink wire wiser wonderful words working works worth years
172244_172244_universitywire_bodypluralhumanitiesorhleadpluralhumanities_2006-01-01_2006-12-31_8_42_0.json,academic administration administration administration administration administration administration analysis angles appreciated appreciation appreciation art asking aspects assistant beginning bland boast boasts broader campus cl close close closing colleges comparative compared compiled complex complex complit counterparts country course courses courses courses courses courses credit cultural cultural data data decided deny department department department department departments departments departments departments departments departments departments departments departments departments departments departments departments departments departments departments detrimental develop development diminish disappear disregard diverse double education education education education education education effect effect english enrolled enrolled enrolling enrollment established established examine example expectations expectations exploring extremely fact faculty faculty faculty faculty faculty faculty fewer fewer fewer financial funding future grounds hardworking helping high highest historically history history history history holding hours hours human humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities impact important important important importantly insufficient integral integral integral integrating intellectual interact intriguing intrusion know know language large large large larger larger learned left lessons literature live live long long longer longer lss mail major majors majors material means members members mission morale needs negatively neglecting notified numbers numerous offer offer offer offered offered offered offered offered offering offering outperforming past perform perspectives philosophy physical physical physical play play play potential presented produce professor professors program program program programs programs programs programs programs programs programs programs programs prominent promised promised proudly proudly provided published quality realize receive report research respectability role role roles rounded school shut shut shutting shutting similar simple small small small small small small small smaller smaller smaller smaller smaller specialized specialized specialty spring standing start start started starts statement statistics storied students students students students students studies succeeds support taught teaching time triple undergraduate undergraduate undergraduate understanding understanding universities university university university university university university university university university university uw uw uw uw uw uw uw uw voluntarily website welcomed wire wisc world world worlds worlds www
172244_172244_universitywire_bodypluralhumanitiesorhleadpluralhumanities_2010-01-01_2010-12-31_12_44_3.json,absolute academically active alienating analyzing answer answer answer apathetic arbitrary arbitrary assumption backgrounds backgrounds bad based break brilliant business centered central charge chat class class class classes classes classes classes classes classes classmates clear column columnist committed compelling conduct conducted conducted continuity contributions contributions course courses creation current curse daily daily david deductible deeper departments departments departments designed develop devoted difference difficult digital discussing discussion discussion discussion dissecting dissuade ed educating education education efforts encouraged engage engaged english english enjoy expand expect expected experience experience experience experience explaining explanations faculty fails fear feels flawed forgiveness format format freedom freshman freshman freshman freshman freshmen gain gaining gather general generation giving good gospel grades grades grading grading great greatest groups guidance handing hands hellish helping helping higher hugely hum humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humble humbling ideas ihum ihum ihum ihum ihum ihum ihum ihum ihum ihum ihum illogical important important improve independent independently inherently ins instant integral intellectually interactive interest interpretation interpretations introduce introduce introduced introduces introduction introductory introductory involve journalism knowledge lacking lecture lectures lectures limitations little mail majority makes makes manages material meaningful media member members mild moderated moment nature necessary need need needs new note notice numbers observer offer offer offers openness opinions opportunity organization overall pass path perform perspective perspective philosophy philosophy picture pie pontificators precious problem problematic professional professors professors program program program program program program program program providing realize receiving receiving reception recognize reflect reflects reporters reporting run run scales scales science secondary section section section sections sections seemingly seminar seminars simple sin sit skills slice small socially staff standard stanford stanford stanford stop strength struggling student students students students students students students students students students students students students students students students students students students students students success support support systems takes taking talks taught tax teach terms testimony texts thing thrive today told told treated understandings university validity valorizing vessels voice walk wrong year
172244_172244_universitywire_bodypluralhumanitiesorhleadpluralhumanities_2011-01-01_2011-12-31_13_11_3.json,February activities address alike allow applies asu asu asu asu asu attention author aware books bring budget campuses celebration chairman communication computers concentrate conveniences convenient creative creativity creativity critically cultural culture cultures cuts dean development different directly discussed disinterested driven easy educated education education education education encompasses enhance essential establish establish events events everyday explained exposed extent fallen fast firsthand focus focus foreign forget forms frequently gadgets globally granted gratification great greater group handwritten helping higher highlighting history holds humanities humanities humanities humanities humanities humanities humanities humanities humans idea imperative importance include includes increasing increasingly individual individuals informed initiative initiative innovation instant intellectual intended interact iphone language languages launch launching leading learn learning learning lester lester liberator life literature lives loses lot meaning meaning meaningful meanings mental modern neh noted occur offer oppressor outdated paced people people people people people philosophy phones place place poet positive positively practically president proceed professions project project project provide public pushed puts questions receive recently relate relevant religion replace research rounded science sciences screen screenwriter sense separate shine smart society society speakers spoke spotlight statement step stimulation studies study study study subjects substantiality taking tasks technology technology technology technology thinking times tools transform truth unalike understanding understanding unified united unity university victim view view ways ways week wells work world worldly yearlong
172244_172244_universitywire_bodypluralhumanitiesorhleadpluralhumanities_2011-01-01_2011-12-31_13_18_1.json,act ad added addressing advisees afford afford agenda agenda agenda aggressively alumni announced anticipated appear appear area arts assets associate attached attack attracting attributed background backgrounds board board board board board board board board body broad budget budgets build building business called career categories center centers certainly chair chair changes changes chose cohesiveness commitment commitment committed committee comparative compared computer concerns conduct connect connotations consideration contributions core corporate country country course courses courses culture cultures current current curriculum curriculum custodians cuts daily database day day dean decline decline decline declining declining deductible degrees deliver department department department departments departments departments departments described design desirable detail detailed detailed develop difference differences different difficulties difficulties difficulties digital disciplines discuss discussed discussion discussion disinterest dispel diversity division duties duties education education employers endowment engineering english english english enrollment enrolments establishing exists experience experienced expertise explain explained explained explored explored face face facing facing faculty faculty faculty faculty faculty fall fill final financial findings focused focused force forever found fulfilled fundamental funding fundraising fuzzy fuzzy gave general general generation governance graduation greater group grow hands heard heard heard helping history hoc horizon humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities hume hume idea image important include including including including including individual information initiatives innovation institutional integrity interested interfering interjecting internships issues issues item items job jobs joint journalism label lack languages leading led legal literature literature maintain major major majors majors majors makes managed management management management managing market mcmurtry mcmurtry meaningful media meeting meeting meeting meeting member member members members members moderated need negative new nonprofit noted notion notions numbers officials officials opportunity organization organization outlined outlined overcommitted overview panel panel panel panelists panelists parents peers perceived perceived percent perception perspective perspective plans positive pre presentation presenter president pressure principles problem process professional professor professor progress progress project prominent promoting promoting provide providing providing public pull pursue qualification quarter quickly reasons recruit recruitment relationship report reporters reporting reports representatives reputation research resources responsibilities result return role roles roles rotc run satz satz satz scheduled science science searching seek senate senate senate senate senate senate senate senate senate senior senior sequence sequences session significant similar situation skills solution specific staff stanford stanford stanford stanford stanford stanford stanford stanford stanford start stays struggling student student students students students students students students students study studying successful summit summit support support support task tax teamwork tenure terms terms thread threatened time told touted trust trustee trustees undergraduate undergraduate undergraduate university university university university university university university update vacancies vice wanted ways work yang yesterday
172244_172244_universitywire_bodypluralhumanitiesorhleadpluralhumanities_2011-01-01_2011-12-31_13_22_8.json,academics account administration america analogy applicable areas argue argument art assert backgrounds based based based battle believe board board business choose class class class closing committed computers conduct constitute contributions course courserank courses coursework cs culture cultures daily daily dangerously day dear deductible demanding departmental develop difference digital disappointed disciplines disciplines double downturns drew economic economically editor editorial editorial editorial editorial effort embarrassed encourage end english enrolled enrollments enrollments error error existed experience extremely fabric facetiously farm fields fields fields figures filled flawed forms frame freshman freshman gateway generation graduation hamlet hands helping huge humanistic humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanity hundreds ihum ihum imperfect important impression increase increasing ineffectual innovative intended intended intense interest introduction job journalism judge judge judging language later literature logic logical love majoring majors majors makes markets mcgirr meaningful media members millennia misguided misses mistaken mocks motivation music offered oldest opportunity organization oriented outstanding people person person philosophy philosophy piece piece piece place plato plato point poor problem professional professors program program programs programs promise proves providing question quip raging read reading real real real reduce regrettable reported reporters reporting republic requirement requirements requirements research respected rich run save save science science science seek segments sentence sentiment shakespeare simply skills soul soul staff stanford stanford stanford stanford stanford stanford stanford stanford student student student students students students students students students students study studying suffer suggest support support surely survived symptomatic tax technological technologically technology times truth tuesday undermines understand university view weasel wednesday wide work work world writers writers writers
172244_172244_universitywire_bodypluralhumanitiesorhleadpluralhumanities_2011-01-01_2011-12-31_13_23_4.json,1960s 21st academic academic account addition aiming aims amid applicants area argued art art article aspect assembly associate associate associate backgrounds beings belt benefits big broad broken business campus campus career careers century chances cited citizens class classics college college colleges combat committed commonality competitive composed conduct constitute constitute contemporary contributions correcting courses courses courses coursework coursework creative crews cultures cultures current currently curricular daily daily dean dean dean decidedly decrease decreasing deductible degrees degrees department departments departments develop developing difference digital director disciplines disciplines drama early earned economic effort effort effort effort elam elam elam elam email employers employment employment encourage english enrollment entails entering era ethical event event evolving expand experience extend extra false feel figure finding generation goal goals goldman goldman graduate growing half hands helping history history history human humanist humanistic humanists humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities ideas important important impression include include includes increase increase increase increasing initiative initiative initiative initiative initiative intends interest involvement issues job journalism languages languages large late law leaders line linguistics lot major majors majors makes makes mandated matriculate meaningful media medicine members mind misconception music nationwide nationwide nature new nimble noted number numbers numbers numeric offer offices opportunity opted organization path people philosophy political powerful practical pre prepares present president process professional professional professional professionalism professor program providing provost provost question rapidly reach recent relevance religious reporters reporting response rounded run satz save school schools schools senior serves set share showcase skills social specific staff stanford stanford stanford stanford stanford stanford stanford state stepping stones strategy student student students students students students students students students students students students studies studies study study study study support support targeting tax tightening titled traditional translate ultimate undergraduate university upcoming updating valuable variety vary vice view visibility ways wide wide workplace world world world wrote year years
172244_172244_universitywire_bodypluralhumanitiesorhleadpluralhumanities_2011-01-01_2011-12-31_13_23_5.json,1960s 21st academic academic account addition aiming aims amid applicants area argued art art article aspect assembly associate associate associate beings belt benefits big broad broken campus campus career careers century chances cited citizens class classics college college colleges combat commonality competitive composed constitute constitute contemporary correcting courses courses courses coursework coursework creative crews cultures cultures current currently curricular daily dean dean dean decidedly decrease decreasing degrees degrees department departments departments developing director disciplines disciplines drama early earned economic effort effort effort effort elam elam elam elam email employers employment employment encourage english enrollment entails entering era ethical event event evolving expand extend extra false feel figure finding goal goals goldman goldman graduate growing half history history history human humanist humanistic humanists humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities humanities ideas important impression include include includes increase increase increase increasing initiative initiative initiative initiative initiative intends interest involvement issues job languages languages large late law leaders line linguistics lot major majors majors makes mandated matriculate medicine mind misconception music nationwide nationwide nature new nimble noted number numbers numbers numeric offer offices opted path people philosophy political powerful practical pre prepares present president process professional professional professionalism professor program provost provost question rapidly reach recent relevance religious response rounded satz save school schools schools senior serves set share showcase social specific stanford stanford stanford stanford stanford stanford stanford state stepping stones strategy student students students students students students students students students students students studies studies study study study study targeting tightening titled traditional translate ultimate undergraduate university upcoming updating valuable variety vary vice view visibility ways wide wide workplace world world world wrote year years
172244_172244_universitywire_bodypluralhumanitiesorhleadpluralhumanities_2011-01-01_2011-12-31_13_36_7.json,Washington abstract abstract add addressed advisement analyze annual attended available biggest boost business byu byu camera career career career career career career career career center chantry clarifies classical college college coming communication companies concept confidence confident coordinators creative cultural database deal dealing dean degree department dissect double encounter encourages end english erecruiting event exists exploration exploration fair fair feel feel feels feels focused focused focuses future fuzzy gain grad graduate graduate greatly handed hartman hartman hartman hartman hartman heavily held helpful hire humanities humanities humanities humanities humanities humanities humanities humanities idea ideas intended interaction internship internships internships ironically know launched life life linguistics look look look lot lot lot major major major major major major major major majoring marketable marketable marketable marketing minor missing month moore museums need need network newport ogden opportunities opportunities paper paper paycheck people people powerful preparing president problems professor profits program quality recognize reminds reputation researching school semi service skills skills specialize specifically strengths student student students students students students students students students students students studies successful talk teach teach teaches things things things things things things things uncertainty vague vast volunteering ways wednesday wishes world year yield zooms
